,doty,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,datetime
283,71,18,118,125,28,96,1300,16,6.5,1007.9,2.2,0,2.4,12-03-2013 18:00
284,71,19,137,125,25,89,1399,16,5.2,1009.4,1.3,0,2.4,12-03-2013 19:00
285,71,20,66,42,22,53,700,28,5.3,1011.1,-4.3,0,3,12-03-2013 20:00
286,71,21,37,25,22,45,500,31,4.6,1012.7,-8.2,0,3.2,12-03-2013 21:00
287,71,22,46,60,19,42,800,31,4.9,1013.8,-11.7,0,4.7,12-03-2013 22:00
288,71,23,12,61,48,22,300,70,4.1,1014.5,-12,0,3.1,12-03-2013 23:00
289,72,0,3,6,17,9,200,82,3.1,1015.5,-12.4,0,2.4,13-03-2013 00:00
290,72,1,3,6,14,11,300,82,2.2,1015.9,-12.1,0,3.3,13-03-2013 01:00
291,72,2,3,6,14,11,200,82,0.8,1015.9,-12.3,0,2,13-03-2013 02:00
292,72,3,3,6,20,16,319,82,-0.6,1016.6,-12,0,1.3,13-03-2013 03:00
293,72,4,3,6,20,17,200,82,-2.3,1017.6,-8.8,0,1.5,13-03-2013 04:00
294,72,5,13,16,21,21,300,82,-3.6,1018.4,-8.3,0,0.6,13-03-2013 05:00
295,72,6,11,15,18,30,400,82,-3.1,1019.3,-9.2,0,2.5,13-03-2013 06:00
296,72,7,3,12,17,34,500,82,0.8,1020.6,-12.6,0,4.5,13-03-2013 07:00
297,72,8,17,20,23,32,500,82,2.5,1021.6,-19.5,0,6.8,13-03-2013 08:00
298,72,9,7,14,27,21,300,82,3.6,1022.2,-19.2,0,5.8,13-03-2013 09:00
299,72,10,3,6,19,15,200,82,4.5,1022.2,-17.2,0,5.5,13-03-2013 10:00
300,72,11,8,10,13,10,200,82,5.6,1021.8,-16.9,0,5,13-03-2013 11:00
301,72,12,3,6,11,8,100,84,6.4,1020.7,-16.9,0,2,13-03-2013 12:00
302,72,13,3,6,10,7,100,88,7.4,1019.6,-16.1,0,3.1,13-03-2013 13:00
303,72,14,3,6,13,9,200,88,7.7,1018.9,-15.9,0,3.6,13-03-2013 14:00
304,72,15,3,6,13,9,250,88,7.4,1018.8,-16.8,0,1.6,13-03-2013 15:00
305,72,16,3,10,15,10,200,89,7.1,1018.8,-15.7,0,2.7,13-03-2013 16:00
306,72,17,3,8,12,10,200,90,6.4,1019.3,-15,0,1.2,13-03-2013 17:00
307,72,18,11,20,17,16,200,90,2.7,1020,-12.4,0,1.5,13-03-2013 18:00
308,72,19,17,59,10,28,300,90,1,1020.5,-11.4,0,1.8,13-03-2013 19:00
309,72,20,39,58,12,54,800,90,0.4,1020.9,-11.3,0,2.4,13-03-2013 20:00
310,72,21,39,43,10,35,700,90,-0.3,1021.1,-10.8,0,2.1,13-03-2013 21:00
311,72,22,33,28,8,27,500,90,-1.5,1021.5,-10.6,0,2.1,13-03-2013 22:00
312,72,23,20,22,8,22,500,90,0.5,1021.8,-6.8,0,0.6,13-03-2013 23:00
313,73,0,55,100,22,71,1100,90,-0.1,1022.2,-5.3,0,0.9,14-03-2013 00:00
314,73,1,65,100,14,75,1300,90,-0.9,1022.3,-5.3,0,0.7,14-03-2013 01:00
315,73,2,63,81,16,73,1300,90,-2,1021.7,-5,0,0.8,14-03-2013 02:00
316,73,3,60,69,16,72,1300,90,-2.2,1021.3,-5.4,0,0.8,14-03-2013 03:00
317,73,4,66,66,14,65,1300,90,-2.8,1021.1,-5.4,0,1.5,14-03-2013 04:00
318,73,5,71,74,11,63,1399,90,-3,1021.3,-5.6,0,2.4,14-03-2013 05:00
319,73,6,56,66,8,57,1399,90,-3.2,1021.5,-5.7,0,1.4,14-03-2013 06:00
320,73,7,53,67,8,56,1399,90,-2,1021.7,-5.2,0,0.9,14-03-2013 07:00
321,73,8,73,75,11,55,1500,90,1.5,1021.6,-5.7,0,1.3,14-03-2013 08:00
322,73,9,66,81,24,54,1399,90,2.5,1021.2,-6.1,0,1.6,14-03-2013 09:00
323,73,10,67,77,48,51,1100,90,3.8,1020.2,-5.7,0,1.8,14-03-2013 10:00
324,73,11,97,107,68,55,1300,90,5,1019.2,-5.7,0,2.4,14-03-2013 11:00
325,73,12,110,111,61,55,1300,90,6.1,1018.2,-5.3,0,2.9,14-03-2013 12:00
326,73,13,118,125,58,58,1200,90,7,1017.4,-4.4,0,2.9,14-03-2013 13:00
327,73,14,136,154,55,72,1300,90,7.5,1016.4,-4.3,0,2.4,14-03-2013 14:00
328,73,15,148,154,57,85,1399,90,8,1015.7,-4.8,0,1.5,14-03-2013 15:00
329,73,16,152,158,57,95,1500,90,7.9,1015.1,-4.6,0,0.8,14-03-2013 16:00
330,73,17,134,156,61,101,1399,85,6.5,1015.1,-4.9,0,0,14-03-2013 17:00
331,73,18,159,182,52,113,1500,64,3.7,1015.2,-4,0,1.4,14-03-2013 18:00
332,73,19,167,196,38,124,1700,45,2.3,1015.5,-4,0,1.5,14-03-2013 19:00
333,73,20,180,188,26,117,2100,45,1.4,1015.8,-4.3,0,1.9,14-03-2013 20:00
334,73,21,169,180,20,109,2100,45,0.6,1015.7,-3.9,0,1.7,14-03-2013 21:00
335,73,22,167,168,18,103,2000,45,0.1,1015.3,-4.2,0,2,14-03-2013 22:00
336,73,23,160,164,16,98,2000,43,0.2,1014.9,-4.1,0,2,14-03-2013 23:00
337,74,0,170,144,11,81,1800,43,-0.1,1014.6,-4.4,0,1.1,15-03-2013 00:00
338,74,1,171,144,11,81,1844.9,43,-0.8,1014.3,-4.2,0,0.5,15-03-2013 01:00
339,74,2,156,124,13,68,1399,43,-1.5,1013.5,-4,0,0.6,15-03-2013 02:00
340,74,3,151,124,11,66,1600,43,-1.9,1013.2,-2.9,0,1.3,15-03-2013 03:00
341,74,4,152,121,11,63,1500,43,-2,1013.1,-3.4,0,1,15-03-2013 04:00
342,74,5,151,120,10,59,1500,43,-2.3,1012.9,-2.9,0,0.9,15-03-2013 05:00
343,74,6,147,115,9,57,1500,43,-2.3,1012.9,-3.3,0,0.2,15-03-2013 06:00
344,74,7,147,116,9,56,1600,43,-0.9,1013.3,-2,0,0.5,15-03-2013 07:00
345,74,8,128,135,13,59,1800,43,2.6,1013.4,-2.1,0,0,15-03-2013 08:00
346,74,9,137,171,43,80,2200,43,5.1,1012.6,-3.2,0,0.9,15-03-2013 09:00
347,74,10,138,171,43,80,1899,4,7,1011.6,-3.3,0,1.8,15-03-2013 10:00
348,74,11,171,189,107,81,1600,18,8.6,1011.1,-3,0,1.5,15-03-2013 11:00
349,74,12,199,209,112,80,1600,28,9.7,1010,-2.3,0,0.9,15-03-2013 12:00
350,74,13,228,242,120,82,1600,41,10.5,1008.7,-2.2,0,2.1,15-03-2013 13:00
351,74,14,265,278,120,95,1800,46,11.1,1008.3,-2,0,2.1,15-03-2013 14:00
352,74,15,275,282,115,104,1800,58,10.9,1007.9,-1.5,0,1.2,15-03-2013 15:00
353,74,16,279,311,107,139,2100,58,10.6,1008.1,-2.1,0,1.2,15-03-2013 16:00
354,74,17,311,343,93,173,2399,58,9.2,1008.6,-0.7,0,1.2,15-03-2013 17:00
355,74,18,336,381,66,178,2600,58,7,1009.1,-0.9,0,1.4,15-03-2013 18:00
356,74,19,323,343,43,148,2299,58,5.8,1009.9,-0.9,0,1.4,15-03-2013 19:00
357,74,20,337,341,37,171,3000,58,4.7,1010.8,-0.9,0,1.9,15-03-2013 20:00
358,74,21,318,351,31,162,3200,58,4.2,1011.7,-1.2,0,1.1,15-03-2013 21:00
359,74,22,312,316,31,152,2799,58,3.1,1012.2,-1.1,0,1,15-03-2013 22:00
360,74,23,298,304,24,134,2899,58,2.6,1012.4,-0.7,0,2,15-03-2013 23:00
361,75,0,307,273,22,109,2399,58,2.7,1012.7,-0.9,0,0.7,16-03-2013 00:00
362,75,1,301,251,23,99,2200,58,2,1013.4,-1.1,0,2,16-03-2013 01:00
363,75,2,264,274,22,107,2500,58,1.3,1013.2,-0.9,0,1.6,16-03-2013 02:00
364,75,3,310,265,22,106,2299,58,0.8,1014,-0.5,0,0.8,16-03-2013 03:00
365,75,4,288,249,15,87,2200,58,2.8,1014.7,-1.2,0,1.5,16-03-2013 04:00
366,75,5,259,269,35,99,2200,58,2.2,1015.5,-1.2,0,1.5,16-03-2013 05:00
367,75,6,287,244,22,82,2000,58,3.7,1016.2,-1.1,0,1.1,16-03-2013 06:00
368,75,7,282,240,20,76,2100,58,4.6,1016.7,-1,0,1.6,16-03-2013 07:00
369,75,8,277,242,30,80,2299,58,7,1017.2,-0.7,0,0.5,16-03-2013 08:00
370,75,9,274,234,60,74,2000,58,9.8,1017.4,-1,0,1.3,16-03-2013 09:00
371,75,10,253,223,83,68,1700,58,12.2,1016.9,-1,0,2.7,16-03-2013 10:00
372,75,11,219,245,102,72,1600,58,14.2,1016.2,-1.5,0,2.6,16-03-2013 11:00
373,75,12,241,242,99,82,1600,63,15,1015,-2.9,0,2.6,16-03-2013 12:00
374,75,13,205,158,80,63,1300,92,14.9,1014,-3,0,3.1,16-03-2013 13:00
375,75,14,138,146,64,59,1200,99,14.9,1013.1,-3,0,2.6,16-03-2013 14:00
376,75,15,134,160,63,71,1399,99,14.5,1012.4,-3.8,0,3.6,16-03-2013 15:00
377,75,16,168,175,61,67,1600,102,13.3,1011.8,-2.7,0,2.4,16-03-2013 16:00
378,75,17,165,172,62,73,1899,102,12.2,1011.6,-2.5,0,1.6,16-03-2013 17:00
379,75,18,192,194,69,82,2500,102,10.9,1011.4,0.6,0,2.8,16-03-2013 18:00
380,75,19,208,221,61,88,3000,102,9.6,1011.7,1,0,1.9,16-03-2013 19:00
381,75,20,213,257,43,97,2700,102,9,1011.5,1.2,0,0.7,16-03-2013 20:00
382,75,21,215,225,38,95,2375.96,102,8,1011,1.4,0,1.2,16-03-2013 21:00
383,75,22,224,233,34,85,2200,102,6,1010.1,1.3,0,0.9,16-03-2013 22:00
384,75,23,240,182,31,73,2000,102,5.2,1009.4,1.5,0,0.6,16-03-2013 23:00
385,76,0,208,183,27,64,1899,102,5.1,1009,1.4,0,0,17-03-2013 00:00
386,76,1,229,161,25,80,2000,102,5,1008.4,1.5,0,1.1,17-03-2013 01:00
387,76,2,216,180,26,74,1899,102,5.3,1006.8,0.7,0,1.5,17-03-2013 02:00
388,76,3,216,171,38,81,1937.75,102,4.8,1005.7,0.9,0,0.8,17-03-2013 03:00
389,76,4,173,175,39,81,1800,102,4,1005.1,0.7,0,0.8,17-03-2013 04:00
390,76,5,173,180,27,73,1800,102,3.9,1004.4,0.2,0,0.4,17-03-2013 05:00
391,76,6,174,180,35,84,1899,102,2.9,1003.2,0.5,0,0.9,17-03-2013 06:00
392,76,7,172,186,29,80,2299,102,3.5,1002.8,0.5,0,1,17-03-2013 07:00
393,76,8,188,225,22,78,2299,102,6.5,1002.5,-0.5,0,1.1,17-03-2013 08:00
394,76,9,197,209,42,81,2200,102,8.4,1001.8,-0.4,0,1.5,17-03-2013 09:00
395,76,10,248,258,112,105,2299,102,9.7,1000.4,0,0,1.8,17-03-2013 10:00
396,76,11,220,263,137,102,2500,102,11,998.9,0.7,0,2.4,17-03-2013 11:00
397,76,12,235,278,140,99,2700,102,12.6,997.3,1,0,2.3,17-03-2013 12:00
398,76,13,250,299,148,99,2600,102,13.5,995.6,1.5,0,2.1,17-03-2013 13:00
399,76,14,316,325,139,97,2500,102,14.4,994.4,1.6,0,2.2,17-03-2013 14:00
400,76,15,348,353,125,112,2600,103,14.4,994,1.6,0,0.9,17-03-2013 15:00
401,76,16,367,387,116,129,2600,103,13.4,992.8,2,0,1.2,17-03-2013 16:00
402,76,17,383,417,104,152,2700,103,12.5,992.5,2.1,0,2.3,17-03-2013 17:00
403,76,18,413,472,71,159,2799,103,10.1,993.1,2.2,0,1.2,17-03-2013 18:00
404,76,19,372,414,61,163,3100,38,8.3,993.4,1.9,0,1.2,17-03-2013 19:00
405,76,20,374,406,37,168,3500,103,7.3,993.5,1.8,0,2.2,17-03-2013 20:00
406,76,21,409,423,29,141,3700,103,6.9,993.6,1.8,0,1,17-03-2013 21:00
407,76,22,427,364,26,110,3100,103,6.2,992.9,2.3,0,0.6,17-03-2013 22:00
408,76,23,419,353,25,121,3200,103,4.5,993.2,1.7,0,2.3,17-03-2013 23:00
409,77,0,390,354,20,85,2799,103,4.7,993.5,2.2,0,0.9,18-03-2013 00:00
410,77,1,384,308,17,81,2799,103,4.7,993.8,2.2,0,1.1,18-03-2013 01:00
411,77,2,387,305,16,103,3000,103,4.9,993.6,1.6,0,2.6,18-03-2013 02:00
412,77,3,380,314,18,78,2600,103,7.3,994.2,-1.9,0,1.2,18-03-2013 03:00
413,77,4,370,315,16,94,2600,103,9,994.5,-7.3,0,3.4,18-03-2013 04:00
414,77,5,105,295,28,25,600,103,8.3,996.1,-12.2,0,6.7,18-03-2013 05:00
415,77,6,3,6,14,9,300,103,6.7,998.5,-14.1,0,4.6,18-03-2013 06:00
416,77,7,8,6,7,8,300,103,6.7,999.7,-16,0,2.9,18-03-2013 07:00
417,77,8,3,6,4,8,100,103,7.6,1000.2,-16,0,3.2,18-03-2013 08:00
418,77,9,8,6,4,11,100,103,8.3,1000.7,-18.6,0,4.1,18-03-2013 09:00
419,77,10,12,6,3,8,100,103,8.5,1000.9,-20.4,0,3.9,18-03-2013 10:00
420,77,11,6,6,3,6,100,103,10.7,1000.7,-19.8,0,3,18-03-2013 11:00
421,77,12,3,6,3,6,100,103,11,999.9,-19.5,0,5.6,18-03-2013 12:00
422,77,13,3,6,3,5,100,103,11.4,998.6,-19.2,0,2.7,18-03-2013 13:00
423,77,14,3,6,3,4,100,103,11.8,997.1,-18.9,0,4,18-03-2013 14:00
424,77,15,3,6,3,5,100,95,11.6,996.7,-16.9,0,3.9,18-03-2013 15:00
425,77,16,4,6,3,5,100,93,10.1,996.2,-18.1,0,5.9,18-03-2013 16:00
426,77,17,3,11,3,17,200,86,9.2,996.8,-17,0,3.8,18-03-2013 17:00
427,77,18,22,62,6,28,200,74,7.7,997.8,-4.1,0,5.9,18-03-2013 18:00
428,77,19,28,265,11,40,400,55,5.7,999.5,-4.2,0,6.9,18-03-2013 19:00
429,77,20,64,296,22,60,800,25,3.8,1001.1,-4.9,0,4.7,18-03-2013 20:00
430,77,21,47,128,17,43,700,35,2.3,1001.5,-5.1,0,2.9,18-03-2013 21:00
431,77,22,27,31,11,28,500,49,1.9,1002,-5.7,0,2.7,18-03-2013 22:00
432,77,23,27,31,11,28,500,50,0.9,1002.8,-4.7,0,2.1,18-03-2013 23:00
433,78,0,26,6,10,29,600,41,-0.6,1003.1,-1.2,0.2,0.9,19-03-2013 00:00
434,78,1,4,17,9,32,500,36,-0.6,1003.2,-0.9,0.1,1.2,19-03-2013 01:00
435,78,2,19,32,4,33,500,31,-0.7,1002.5,-1.1,0.1,0.2,19-03-2013 02:00
436,78,3,8,10,3,33,500,29,-0.6,1002.6,-0.9,0,0.6,19-03-2013 03:00
437,78,4,30,6,3,31,500,30,-0.6,1002.8,-0.9,0,1.4,19-03-2013 04:00
438,78,5,33,6,3,31,500,28,-0.9,1002.7,-1.3,0,1.1,19-03-2013 05:00
439,78,6,32,7,3,29,500,26,-0.3,1003.3,-1,0,2,19-03-2013 06:00
440,78,7,39,6,3,29,700,22,0.7,1004.1,-2.4,0,1.4,19-03-2013 07:00
441,78,8,43,24,4,46,700,16,1.9,1004.5,-2.6,0,2.5,19-03-2013 08:00
442,78,9,46,19,7,34,600,32,3.1,1004.8,-1.8,0,2.6,19-03-2013 09:00
443,78,10,55,31,9,26,500,41,3.2,1004.7,-1.9,0,0.9,19-03-2013 10:00
444,78,11,55,37,8,26,500,35,3.2,1004.9,-1.2,0,1.5,19-03-2013 11:00
445,78,12,36,36,6,28,500,32,2.4,1004.4,2.3,0.8,3.1,19-03-2013 12:00
446,78,13,40,48,3,32,500,35,3.1,1004.5,2.2,0.2,2.9,19-03-2013 13:00
447,78,14,38,13,3,25,400,48,2.7,1004.7,2.1,0.7,4.5,19-03-2013 14:00
448,78,15,34,13,3,22,400,54,2.4,1005.4,2.1,0.5,3.7,19-03-2013 15:00
449,78,16,23,6,3,23,400,56,2.1,1006.4,2.1,0.7,2.5,19-03-2013 16:00
450,78,17,25,6,3,27,400,52,1.8,1007.1,1.8,0.6,3,19-03-2013 17:00
451,78,18,29,6,3,31,400,47,1.5,1008.4,1.5,0.3,2.9,19-03-2013 18:00
452,78,19,21,6,3,36,400,42,0.4,1009.8,0.4,0.7,4.1,19-03-2013 19:00
453,78,20,19,6,3,25,400,55,0.2,1011,0.2,0.6,3.8,19-03-2013 20:00
454,78,21,18,6,3,21,300,63,0.1,1012.1,0.1,0.8,3.6,19-03-2013 21:00
455,78,22,17,6,3,26,400,55,0,1012.8,0,1,3.4,19-03-2013 22:00
456,78,23,17,6,3,26,400,54,-1.3,1013.3,-1.3,0.8,4.2,19-03-2013 23:00
457,79,0,19,6,3,19,300,67,-1.7,1014.2,-1.7,0.1,3.3,20-03-2013 00:00
458,79,1,12,6,3,12,200,78,-1.9,1014.9,-1.9,0.3,1.1,20-03-2013 01:00
459,79,2,10,6,3,11,200,78,-1.8,1015.1,-1.8,3.1,1.2,20-03-2013 02:00
460,79,3,8,6,3,14,200,71,-2.3,1015.3,-2.3,0,2,20-03-2013 03:00
461,79,4,9,6,3,14,200,70,-3.3,1015.7,-3.3,0,0.9,20-03-2013 04:00
462,79,5,20,6,3,15,400,59,-4.8,1015.9,-4.8,0,1,20-03-2013 05:00
463,79,6,14,6,3,16,500,53,-4.8,1016.4,-4.8,0,0.2,20-03-2013 06:00
464,79,7,23,6,3,26,700,39,-3.5,1016.8,-3.5,0,0.1,20-03-2013 07:00
465,79,8,42,43,3,57,1200,11,-1.8,1017.3,-1.8,0,0.1,20-03-2013 08:00
466,79,9,49,54,3,46,1100,26,-0.2,1017.4,-2.4,0,1.5,20-03-2013 09:00
467,79,10,59,73,3,47,1100,34,0.8,1017,-1.1,0,2.5,20-03-2013 10:00
468,79,11,54,6,7,46,700,46,2.6,1016,-2.7,0,2,20-03-2013 11:00
469,79,12,62,35,10,41,600,62,4,1014.9,-9.4,0,3.6,20-03-2013 12:00
470,79,13,27,6,17,18,200,83,5.3,1013.6,-9,0,4.1,20-03-2013 13:00
471,79,14,13,6,15,10,100,89,6.3,1012.6,-9.2,0,4.7,20-03-2013 14:00
472,79,15,3,6,13,10,100,91,6,1012,-8.3,0,3.6,20-03-2013 15:00
473,79,16,4,22,15,17,200,86,5.1,1011.5,-7.7,0,4,20-03-2013 16:00
474,79,17,27,35,14,25,400,84,4,1011.3,-6.3,0,2.3,20-03-2013 17:00
475,79,18,41,52,9,32,600,74,2.7,1011.1,-5.7,0,0.9,20-03-2013 18:00
476,79,19,37,52,7,42,700,57,1,1011.1,-3.9,0,1.3,20-03-2013 19:00
477,79,20,66,71,6,63,900,29,0.2,1010.9,-3.2,0,1.7,20-03-2013 20:00
478,79,21,82,86,6,67,1000,18,-0.7,1010.6,-2.4,0,1,20-03-2013 21:00
479,79,22,93,98,4,73,1300,4,-0.7,1010.1,-1.1,0,0.8,20-03-2013 22:00
480,79,23,84,98,3,73,1300,2,0,1009.4,-2.7,0,1.5,20-03-2013 23:00
481,80,0,87,108,3,71,1800,2,0.4,1008.9,-3.5,0,1.1,21-03-2013 00:00
482,80,1,99,104,4,78,1300,2,0.1,1008.1,-3.6,0,1.3,21-03-2013 01:00
483,80,2,110,105,5,63,1100,6,0.2,1007.2,-3.5,0,0.8,21-03-2013 02:00
484,80,3,85,91,4,63,1298.95,10.44,0.3,1006.2,-4,0,0.6,21-03-2013 03:00
485,80,4,102,91,4,64,1000,10,0,1005.6,-4.6,0,0.9,21-03-2013 04:00
486,80,5,82,86,6,55,1200,9,-1,1004.9,-4.5,0,1.5,21-03-2013 05:00
487,80,6,90,94,5,58,1399,4,-1.4,1004.4,-3.1,0,0.9,21-03-2013 06:00
488,80,7,88,102,4,63,1800,2,-0.1,1003.7,-2.5,0,0.9,21-03-2013 07:00
489,80,8,92,108,6,60,1899,2,1,1003,-4.4,0,0.8,21-03-2013 08:00
490,80,9,100,82,14,55,1600,17,1.6,1002.4,-5.1,0,1.7,21-03-2013 09:00
491,80,10,78,91,22,52,1399,23,2.4,1001.4,-4.6,0,0.7,21-03-2013 10:00
492,80,11,81,104,28,54,1300,26,4.3,1000.2,-3.7,0,1.1,21-03-2013 11:00
493,80,12,116,120,37,53,1300,32,5.8,999.2,-3.8,0,3.2,21-03-2013 12:00
494,80,13,132,136,52,52,1200,49,7,997.9,-2.7,0,2.7,21-03-2013 13:00
495,80,14,137,149,62,49,1000,65,7.1,997,-2.9,0,2.5,21-03-2013 14:00
496,80,15,163,170,55,52,1100,78,6.8,996.9,-2.9,0,1.4,21-03-2013 15:00
497,80,16,142,173,46,68,1200,65,6.9,996.7,-2.8,0,1.2,21-03-2013 16:00
498,80,17,173,176,37,76,1300,59,6,997.4,-2.6,0,0.2,21-03-2013 17:00
499,80,18,176,176,32,84,1399,52,4.2,998.5,-1,0,1.5,21-03-2013 18:00
500,80,19,183,197,20,87,1500,37,3.5,999.5,-1.3,0,1,21-03-2013 19:00
501,80,20,178,180,16,78,1399,32,3.3,1000.4,-1.5,0,1.2,21-03-2013 20:00
502,80,21,150,165,13,53,1500,31,3.7,1001.6,-1.7,0,2.5,21-03-2013 21:00
503,80,22,149,156,10,52,1300,37,7,1002.8,-2.2,0,3.1,21-03-2013 22:00
504,80,23,139,153,8,60,1500,25,4.6,1003.7,-2.3,0,1.7,21-03-2013 23:00
505,81,0,156,157,18,54,1500,42,7.2,1004.6,-8.4,0,2.5,22-03-2013 00:00
506,81,1,144,131,19,45,1200,46,7.4,1005.8,-9.5,0,3.3,22-03-2013 01:00
507,81,2,87,131,19,47,1100,41,6.5,1006.5,-10.7,0,4.7,22-03-2013 02:00
508,81,3,25,128,19,14,400,77,5.6,1006.7,-10.7,0,5.9,22-03-2013 03:00
509,81,4,124,125,23,58,300,80,4.2,1007.7,-9.9,0,2.8,22-03-2013 04:00
510,81,5,3,6,11,11,300,73,2.9,1008.6,-11.1,0,4.7,22-03-2013 05:00
511,81,6,3,6,10,22,300,57,3.1,1009.8,-12.4,0,3.2,22-03-2013 06:00
512,81,7,10,114,12,30,400,51,3.9,1010.9,-13,0,3.8,22-03-2013 07:00
513,81,8,3,7,14,28,400,60,4.9,1011.8,-13.5,0,3.8,22-03-2013 08:00
514,81,9,102,103,25,48,200,75,6.5,1011.6,-12.7,0,2.9,22-03-2013 09:00
515,81,10,99,100,24,46,200,80,7.7,1010.9,-12.7,0,2.6,22-03-2013 10:00
516,81,11,96,95,24,44,100,83,8.8,1010.2,-13,0,1.9,22-03-2013 11:00
517,81,12,3,10,10,8,200,83,9.4,1009.2,-7.3,0,4.5,22-03-2013 12:00
518,81,13,27,104,21,19,400,75,9.8,1008.5,-7.4,0,4.6,22-03-2013 13:00
519,81,14,58,139,39,35,700,67,10.4,1008,-6.5,0,2.8,22-03-2013 14:00
520,81,15,54,146,40,48,800,64,10,1007.4,-6,0,4.1,22-03-2013 15:00
521,81,16,68,178,33,50,900,68,9.7,1007,-5.8,0,2.9,22-03-2013 16:00
522,81,17,78,176,28,49,900,74,8.1,1007.5,-5,0,2.1,22-03-2013 17:00
523,81,18,69,159,22,47,700,66,7.1,1008,-4.4,0,1.3,22-03-2013 18:00
524,81,19,75,148,18,40,800,50,5.4,1008.4,-2.9,0,1.3,22-03-2013 19:00
525,81,20,91,143,16,8,1000,35,4.6,1009.3,-4.7,0,1.4,22-03-2013 20:00
526,81,21,73,112,14,7,900,32,3.5,1009.3,-5.4,0,0.5,22-03-2013 21:00
527,81,22,55,68,13,8,800,27,2.7,1009.4,-5.2,0,1.8,22-03-2013 22:00
528,81,23,54,82,11,45,800,20,1.5,1008.9,-5,0,2.4,22-03-2013 23:00
529,82,0,50,74,10,23,1200,9,0.7,1008.6,-4.9,0,1.8,23-03-2013 00:00
530,82,1,46,61,7,57,1100,12,0.7,1007.7,-5.1,0,0.8,23-03-2013 01:00
531,82,2,27,44,8,56,800,12,0.7,1006.5,-4.9,0,2.6,23-03-2013 02:00
532,82,3,25,37,10,48,700,22,0.4,1005.9,-4.6,0,1,23-03-2013 03:00
533,82,4,41,45,9,46,800,19,0.9,1005.3,-4.7,0,1.2,23-03-2013 04:00
534,82,5,41,45,9,47,800,16,0.7,1005.1,-4.5,0,0.6,23-03-2013 05:00
535,82,6,47,51,10,45,800,18,1,1005,-4.6,0,1,23-03-2013 06:00
536,82,7,48,53,10,47,900,15,1.4,1003.9,-5.1,0,1.2,23-03-2013 07:00
537,82,8,48,57,15,34,1100,15,2.8,1003.1,-6.4,0,2.6,23-03-2013 08:00
538,82,9,57,64,28,43,1200,27,2.7,1003,-7.2,0,0.5,23-03-2013 09:00
539,82,10,42,58,41,29,1300,31,3.3,1002.3,-7.2,0,1,23-03-2013 10:00
540,82,11,55,74,54,6,1200,30,5.5,1001.8,-9.1,0,1.4,23-03-2013 11:00
541,82,12,53,62,79,4,1200,43,5.6,1000.9,-8,0,1.6,23-03-2013 12:00
542,82,13,56,61,76,4,1000,48,7.1,1000.9,-7.4,0,2.3,23-03-2013 13:00
543,82,14,60,77,76,4,900,51,8.3,1000.3,-5.9,0,2.1,23-03-2013 14:00
544,82,15,59,103,77,5,1000,49,9.1,1001,-5.6,0,0.5,23-03-2013 15:00
545,82,16,78,114,74,6,1000,47,11.4,1003.1,-10.8,0,8.5,23-03-2013 16:00
546,82,17,89,105,59,4,800,58,9.2,1005.2,-13.3,0,6.8,23-03-2013 17:00
547,82,18,8,14,11,9.82,100,90,7.4,1007.4,-15.4,0,3,23-03-2013 18:00
548,82,19,3,9,5,8.457749,200,88,6.1,1009.5,-15.9,0,4,23-03-2013 19:00
549,82,20,6,12,4,8.73,200,92,4.3,1011,-14.5,0,2.7,23-03-2013 20:00
550,82,21,8,20,5,9.89,300,86,3.6,1012.5,-15.1,0,4,23-03-2013 21:00
551,82,22,3,11,5,10.16,300,86,2.8,1013,-16.3,0,3,23-03-2013 22:00
552,82,23,10,10,6,7.54,200,86,2.2,1013.9,-16.3,0,3.7,23-03-2013 23:00
553,83,0,3,6,5,7.02,300,78,0.9,1014.7,-16,0,4.6,24-03-2013 00:00
554,83,1,10,10,5,9.46053,300,72,-0.3,1014.9,-15.4,0,3.9,24-03-2013 01:00
555,83,2,4,11,10,10,300,71,-1.2,1015,-14.7,0,3,24-03-2013 02:00
556,83,3,3,7,9,10,300,70,-1.4,1015.1,-14.6,0,1.2,24-03-2013 03:00
557,83,4,3,12,5,16,300,58,-1.9,1015.1,-14,0,0.8,24-03-2013 04:00
558,83,5,3,13,6,16,400,53,-1.8,1015.5,-14,0,1.8,24-03-2013 05:00
559,83,6,3,6,5,12,400,60,0.5,1015.7,-15.5,0,2.5,24-03-2013 06:00
560,83,7,3,6,4,11,400,65,1.7,1016.2,-15.3,0,2.8,24-03-2013 07:00
561,83,8,3,6,4,8.26,200,76,2.8,1016.6,-14.9,0,3.9,24-03-2013 08:00
562,83,9,10,13,8,10.36,200,72,3.7,1016.4,-15.1,0,3.2,24-03-2013 09:00
563,83,10,3,9,8,9.26,200,77,5.2,1015.6,-16,0,2.3,24-03-2013 10:00
564,83,11,3,6,6,8.2,200,83,6.9,1014.3,-16.5,0,2.3,24-03-2013 11:00
565,83,12,3,6,5,8.177749,200,86,8.3,1012.9,-15.4,0,2.4,24-03-2013 12:00
566,83,13,3,6,4,7.63,200,89,9.4,1011.3,-15.2,0,3.6,24-03-2013 13:00
567,83,14,3,6,3,7.75,200,93,9.8,1010.2,-14.9,0,2.2,24-03-2013 14:00
